Date,삼성전자,SK하이닉스,LG에너지솔루션,삼성바이오로직스,삼성전자우,현대차,셀트리온,기아,KB금융,POSCO홀딩스,신한지주,NAVER,삼성물산,삼성SDI,LG화학,현대모비스,HD현대중공업,하나금융지주,삼성생명,카카오,삼성화재,포스코퓨처엠,LG전자,메리츠금융지주,한화에어로스페이스,HD한국조선해양,크래프톤,HMM,한국전력,LG,KT&G,SK텔레콤,삼성에스디에스,HD현대일렉트릭,삼성전기,두산에너빌리티,우리금융지주,기업은행,고려아연,한미반도체,카카오뱅크,SK스퀘어,SK,KT,SK이노베이션,삼성중공업,한화오션,KODEX CD금리액티브(합성),포스코인터내셔널,현대글로비스,하이브,대한항공,S-Oil,DB손해보험,아모레퍼시픽,유한양행,TIGER CD금리투자KIS(합성),SK바이오팜,HD현대,LG이노텍,현대차2우B,넷마블,KODEX 200,LG디스플레이,LG생활건강,에코프로머티,CJ제일제당,한국항공우주,맥쿼리인프라,삼성E&A,LS ELECTRIC,HD현대마린솔루션,현대로템,한국타이어앤테크놀로지,SKC,삼성카드,LIG넥스원,삼양식품,KODEX KOFR금리액티브(합성),NH투자증권,미래에셋증권,LG유플러스,현대오토에버,HD현대미포,SK바이오사이언스,두산로보틱스,한진칼,GS,포스코DX,TIGER 미국S&P500,코웨이,시프트업,한화솔루션,롯데케미칼,한국가스공사,현대차우,TIGER KOFR금리액티브(합성),한국금융지주,엔씨소프트,삼성증권
2013-01-02,31520.0,26600.0,,,17220.0,216000.0,38190.6953125,56300.0,38800.0,360500.0,40050.0,55770.328125,,152500.0,340000.0,287500.0,,36300.0,95600.0,18660.0,214000.0,12947.7529296875,77500.0,3767.55908203125,60900.0,162239.875,,140542.890625,31550.0,73498.1953125,78700.0,33902.578125,,,101000.0,36295.6640625,,11950.0,405000.0,1430.0,,,104500.0,35400.0,169534.46875,28523.05859375,246391.546875,,40100.0,110000.0,,31496.01171875,105500.0,44450.0,121000.0,23350.95703125,,,,86900.0,75400.0,,27130.0,29470.48828125,651000.0,,362000.0,26050.0,6630.0,167000.0,70400.0,,,47300.0,41700.0,36550.0,,24600.0,,12700.0,12750.0,7650.0,,64500.0,,,,75000.0,7842.7216796875,,43500.0,,20337.197265625,246486.984375,72154.0625,68200.0,,44700.0,154000.0,54901.6015625
2013-01-03,30860.0,26650.0,,,17200.0,206000.0,37612.046875,54600.0,39300.0,370000.0,40150.0,54176.890625,,155500.0,342500.0,272000.0,,36700.0,96500.0,18740.0,209000.0,13052.7861328125,78500.0,3800.6494140625,59000.0,162239.875,,133238.171875,31600.0,74375.7890625,77000.0,33789.94140625,,,100000.0,38670.51953125,,12000.0,406500.0,1484.0,,,107000.0,35800.0,172375.828125,28449.259765625,247260.65625,,41950.0,102750.0,,32037.87890625,105500.0,43800.0,121300.0,23757.0625,,,,87900.0,72500.0,,27035.0,29610.82421875,643000.0,,369000.0,25650.0,6790.0,170500.0,69700.0,,,44400.0,42950.0,37400.0,,24850.0,,12700.0,12850.0,7540.0,,64500.0,,,,75700.0,7616.9609375,,44750.0,,21464.05859375,249364.265625,71184.25,64500.0,,45000.0,155000.0,55389.18359375
2013-01-04,30500.0,26350.0,,,16920.0,206000.0,38046.03125,53600.0,39150.0,367000.0,40100.0,55525.18359375,,157000.0,331000.0,261000.0,,36550.0,97500.0,19980.0,214000.0,13081.431640625,78700.0,3791.195068359375,58200.0,158975.484375,,131777.21875,31300.0,73717.59375,76200.0,34578.375,,,99000.0,38868.421875,,11900.0,378000.0,1486.0,,,107000.0,36500.0,172375.828125,28264.763671875,243349.671875,,41400.0,105250.0,,32782.9453125,105000.0,43600.0,123500.0,24569.26953125,,,,87800.0,73100.0,,26870.0,28862.3671875,646000.0,,375000.0,25750.0,6750.0,172500.0,68800.0,,,44500.0,42600.0,37800.0,,25700.0,,12450.0,12550.0,7690.0,,63500.0,,,,74800.0,7872.16845703125,,44700.0,,21786.01953125,244089.25,70408.3984375,66200.0,,45150.0,158500.0,54901.6015625
2013-01-07,30400.0,25900.0,,,17200.0,208500.0,37684.37890625,54000.0,39850.0,369000.0,40300.0,58834.62890625,,153500.0,325500.0,263500.0,,36800.0,97200.0,20740.0,216000.0,13167.3681640625,78700.0,3876.2841796875,57600.0,157669.734375,,132069.40625,30800.0,74156.390625,77800.0,35141.54296875,,,100500.0,38947.5859375,,12050.0,383500.0,1480.0,,,106000.0,36800.0,169060.90625,27711.275390625,241176.90625,,40600.0,107000.0,,32782.9453125,102500.0,44500.0,124400.0,24907.689453125,,,,86900.0,72500.0,,26885.0,28113.91015625,659000.0,,368000.0,24900.0,6750.0,167500.0,68500.0,,,45700.0,40250.0,37550.0,,25400.0,,12250.0,12350.0,7830.0,,63250.0,,,,74100.0,8137.19189453125,,44500.0,,21034.77734375,240732.421875,72832.9296875,66600.0,,45000.0,157000.0,54706.5703125
2013-01-08,30000.0,26250.0,,,17200.0,210000.0,37612.046875,54500.0,38750.0,364000.0,40200.0,58099.19921875,,154000.0,325500.0,264500.0,,36900.0,96800.0,20600.0,215000.0,13224.6591796875,78400.0,3876.2841796875,57500.0,154731.78125,,131485.03125,30850.0,73498.1953125,79800.0,34803.640625,,,100500.0,37522.671875,,11950.0,378500.0,1474.0,,,106000.0,36300.0,165272.421875,27194.6875,242046.015625,,40700.0,106500.0,,32274.9453125,100000.0,42800.0,124300.0,25381.4765625,,,,84900.0,74000.0,,26600.0,27505.7890625,677000.0,,358000.0,24950.0,6730.0,167000.0,67800.0,,,46650.0,40150.0,37200.0,,26500.0,,12050.0,12200.0,7870.0,,62000.0,,,,72000.0,8088.11328125,,43400.0,,21249.41796875,241691.515625,73996.703125,68200.0,,43350.0,154500.0,54121.47265625
2013-01-09,30000.0,26050.0,,,17000.0,207500.0,37250.39453125,54400.0,38200.0,361000.0,40000.0,57241.19140625,,155000.0,324000.0,267000.0,,36500.0,97500.0,20500.0,211500.0,13157.8193359375,75900.0,3829.012451171875,56900.0,154731.78125,,130024.0859375,31650.0,73169.1015625,78400.0,34465.7421875,,,99300.0,37087.28515625,,11900.0,390000.0,1538.0,,,104500.0,36000.0,161957.5,27120.888671875,242915.125,,39200.0,106000.0,,32037.87890625,98400.0,43400.0,120900.0,25719.896484375,,,,83300.0,73500.0,,26500.0,27926.794921875,685000.0,,365000.0,24900.0,6720.0,164000.0,67600.0,,,46050.0,39600.0,37500.0,,26100.0,,12050.0,12300.0,7930.0,,61500.0,,,,71800.0,8088.11328125,,45150.0,,21517.71875,241211.96875,73220.8515625,67400.0,,43350.0,147500.0,53828.921875
2013-01-10,30600.0,26800.0,,,17280.0,209500.0,37250.39453125,54900.0,38250.0,360500.0,39700.0,56138.04296875,,154000.0,327500.0,266000.0,,36400.0,97300.0,20800.0,211000.0,13148.2705078125,75800.0,3890.465576171875,56600.0,156690.421875,,129731.8984375,32800.0,72840.0,80100.0,34578.375,,,98700.0,38551.77734375,,11900.0,387500.0,1542.0,,,104000.0,35550.0,161957.5,27637.478515625,248564.3125,,39750.0,106500.0,,32749.080078125,98500.0,43750.0,117500.0,25449.16015625,,,,84800.0,75800.0,,26735.0,27926.794921875,664000.0,,378500.0,25050.0,6700.0,163500.0,69500.0,,,46600.0,40700.0,37500.0,,26900.0,,12350.0,12500.0,7950.0,,61750.0,,,,71800.0,8029.21923828125,,43700.0,,22054.3203125,249364.265625,77003.125,68100.0,,43400.0,142000.0,54121.47265625
2013-01-11,30660.0,27100.0,,,17260.0,206000.0,37612.046875,53700.0,37850.0,359500.0,38900.0,56015.47265625,,150500.0,324000.0,258000.0,,36100.0,96100.0,20660.0,211000.0,13129.173828125,75100.0,3899.919921875,56700.0,155384.671875,,130608.46875,33650.0,71852.7109375,79100.0,34691.0078125,,,96800.0,37839.3203125,,11850.0,394000.0,1564.0,,,105500.0,35150.0,160063.265625,27120.888671875,246391.546875,,40200.0,105000.0,,32613.61328125,97600.0,43000.0,116900.0,25110.740234375,,,,82500.0,73400.0,,26585.0,27646.125,650000.0,,382000.0,25000.0,6710.0,160500.0,67900.0,,,46550.0,41000.0,36400.0,,27600.0,,11850.0,12000.0,7820.0,,61750.0,,,,72500.0,7832.90576171875,,44550.0,,21893.33984375,246966.53125,76421.234375,66000.0,,42400.0,142000.0,52561.21484375
2013-01-14,31040.0,26950.0,,,17120.0,209000.0,37395.0546875,53500.0,38800.0,362000.0,39250.0,58099.19921875,,149000.0,318500.0,253000.0,,36900.0,97900.0,20800.0,212500.0,13262.8525390625,75200.0,3881.01123046875,56200.0,153752.46875,,133238.171875,34850.0,71523.6171875,78600.0,36155.23828125,,,94500.0,38670.51953125,,11850.0,394500.0,1564.0,,,107000.0,36300.0,156748.34375,27932.671875,252475.28125,,40800.0,102750.0,,32207.212890625,97400.0,46000.0,118100.0,25652.2109375,,,,80000.0,73400.0,,26720.0,27038.00390625,653000.0,,381000.0,24500.0,6690.0,155000.0,65400.0,,,44750.0,40150.0,37100.0,,28100.0,,11850.0,12000.0,8200.0,,62750.0,,,,70500.0,7823.09033203125,,44950.0,,21625.0390625,241691.515625,79524.6328125,65600.0,,42600.0,147000.0,52853.76171875
2013-01-15,30240.0,25950.0,,,16900.0,209000.0,37250.39453125,53400.0,38200.0,358500.0,39350.0,57486.3359375,,148500.0,316000.0,255500.0,,37250.0,98800.0,20360.0,211000.0,13205.5615234375,73500.0,3970.82763671875,55500.0,149508.78125,,131485.03125,33450.0,70536.328125,81000.0,37168.9375,,,94400.0,37720.578125,,11750.0,393500.0,1544.0,,,107000.0,36200.0,154380.546875,27452.982421875,251171.625,,40200.0,102500.0,,31902.412109375,96800.0,45600.0,116400.0,24840.00390625,,,,77900.0,72900.0,,26445.0,26102.431640625,668000.0,,380500.0,24200.0,6640.0,153500.0,65400.0,,,45950.0,39900.0,36550.0,,27100.0,,11600.0,11700.0,8430.0,,62250.0,,,,69000.0,7852.537109375,,44000.0,,21034.77734375,240732.421875,77003.125,66000.0,,42600.0,141500.0,52561.21484375
2013-01-16,29840.0,26200.0,,,16960.0,210500.0,37539.71484375,54600.0,38500.0,356500.0,39250.0,56873.4765625,,149000.0,313500.0,257500.0,,37450.0,99900.0,20460.0,211000.0,13033.689453125,72500.0,3980.281982421875,55200.0,148529.453125,,129439.7109375,33900.0,70426.6328125,77900.0,37394.203125,,,94700.0,37443.51171875,,11700.0,403000.0,1542.0,,,107500.0,36700.0,155801.21875,27932.671875,253778.953125,,38750.0,103000.0,,31089.611328125,97000.0,45350.0,115400.0,24772.3203125,,,,74500.0,73800.0,,26255.0,25681.42578125,652000.0,,380000.0,24500.0,6640.0,154500.0,64600.0,,,46450.0,39300.0,36000.0,,26600.0,,11450.0,11550.0,8340.0,,62500.0,,,,69400.0,7783.82763671875,,44650.0,,20498.177734375,241691.515625,75451.421875,67300.0,,42050.0,142500.0,52951.27734375
2013-01-17,29380.0,25900.0,,,16760.0,212500.0,37467.38671875,55000.0,38850.0,355500.0,39400.0,57486.3359375,,148000.0,318500.0,262000.0,,37600.0,101000.0,20580.0,211500.0,12489.4248046875,73800.0,4055.916748046875,55900.0,148529.453125,,128563.140625,33750.0,70646.0234375,77800.0,36943.671875,,,93100.0,37047.703125,,11700.0,403000.0,1524.0,,,108500.0,36900.0,155801.21875,27526.779296875,248129.765625,,37200.0,103000.0,,31157.345703125,97000.0,45400.0,113900.0,24975.373046875,,,,76100.0,74600.0,,26300.0,26570.216796875,660000.0,,380500.0,24450.0,6620.0,155000.0,64800.0,,,46200.0,39650.0,37150.0,,27550.0,,11500.0,11650.0,8200.0,,62500.0,,,,70700.0,7862.35302734375,,44600.0,,20337.197265625,243609.703125,75451.421875,67900.0,,43550.0,143000.0,54023.95703125
2013-01-18,29600.0,25600.0,,,16820.0,213500.0,37612.046875,54200.0,39400.0,357000.0,40200.0,58099.19921875,,146000.0,317500.0,260500.0,,38400.0,106500.0,20600.0,212500.0,12699.4921875,74800.0,4164.64208984375,55800.0,149508.78125,,128563.140625,34250.0,71194.5234375,76600.0,36943.671875,,,94200.0,37206.02734375,,11850.0,405000.0,1550.0,,,108500.0,37150.0,155327.671875,27600.578125,243349.671875,,37900.0,103250.0,,30886.412109375,97400.0,46650.0,115000.0,25313.79296875,,,,76100.0,75000.0,,26405.0,26944.4453125,669000.0,,375500.0,24500.0,6620.0,156500.0,66900.0,,,46550.0,38950.0,37000.0,,27550.0,,12150.0,12050.0,8230.0,,63500.0,,,,67900.0,7842.7216796875,,45800.0,,20820.13671875,245527.890625,76712.1796875,68800.0,,44500.0,142000.0,55096.6328125
2013-01-21,29080.0,25750.0,,,16960.0,210500.0,37395.0546875,53400.0,40000.0,358000.0,40650.0,59570.0625,,145000.0,316000.0,263500.0,,38650.0,108500.0,20540.0,214500.0,12604.0068359375,76300.0,4159.91455078125,57200.0,150488.09375,,128855.3359375,33850.0,71523.6171875,75600.0,38070.00390625,,,93800.0,36968.5390625,,12000.0,400000.0,1530.0,,,107500.0,37100.0,160063.265625,27821.97265625,251171.625,,37750.0,101500.0,,30920.279296875,98400.0,46800.0,113600.0,25110.740234375,,,,78100.0,73400.0,,26400.0,26663.775390625,665000.0,,380000.0,24850.0,6620.0,156000.0,66900.0,,,46050.0,38450.0,37700.0,,27550.0,,12150.0,12050.0,8430.0,,63750.0,,,,70200.0,7931.0625,,44800.0,,20605.498046875,239773.328125,75160.4765625,67900.0,,44350.0,145500.0,55486.69921875
2013-01-22,29600.0,25050.0,,,17120.0,214500.0,37250.39453125,54300.0,40100.0,361500.0,40850.0,60428.0703125,,146000.0,312500.0,270500.0,,39600.0,106000.0,20600.0,214500.0,12346.197265625,76200.0,4263.91259765625,57200.0,150814.53125,,128270.953125,34400.0,71962.4140625,75400.0,39083.69921875,,,94300.0,36810.21875,,12000.0,401000.0,1548.0,,,106000.0,38500.0,157221.90625,28190.96484375,256386.265625,,37600.0,104750.0,,30750.9453125,97500.0,47250.0,111800.0,25043.056640625,,,,77100.0,75300.0,,26530.0,27412.232421875,669000.0,,378000.0,24950.0,6630.0,156000.0,67800.0,,,46200.0,37600.0,37650.0,,26850.0,,12150.0,12050.0,8450.0,,64750.0,,,,70400.0,7705.30224609375,,46500.0,,20229.876953125,234018.765625,70020.4765625,69700.0,,44300.0,145500.0,55389.18359375
2013-01-23,29460.0,24650.0,,,17000.0,218000.0,36888.73828125,54200.0,39500.0,360500.0,40550.0,60673.21484375,,147000.0,312000.0,272000.0,,39550.0,107000.0,20900.0,215000.0,12241.1640625,75600.0,4249.73095703125,57000.0,147876.578125,,127394.390625,33700.0,71633.3125,75600.0,38633.16796875,,,96400.0,36374.828125,,11900.0,400000.0,1558.0,,,105000.0,38400.0,159589.703125,27563.6796875,252040.734375,,36400.0,102000.0,,30547.74609375,98000.0,45500.0,108900.0,25787.580078125,,,,76000.0,76800.0,,26320.0,27038.00390625,619000.0,,360000.0,24650.0,6670.0,153500.0,66600.0,,,45650.0,37650.0,36350.0,,26700.0,,11800.0,11700.0,8170.0,,62750.0,,,,69800.0,7538.435546875,,46000.0,,20283.537109375,228743.765625,68856.6953125,68500.0,,43250.0,150000.0,54999.1171875
2013-01-24,29060.0,24250.0,,,16840.0,208000.0,36527.0859375,52300.0,39400.0,365500.0,40150.0,60550.640625,,143000.0,310500.0,264500.0,,39350.0,106000.0,20600.0,217500.0,12202.970703125,73600.0,4259.185546875,56800.0,144612.203125,,124180.3125,34300.0,70865.421875,75900.0,38633.16796875,,,95700.0,36058.1796875,,11800.0,403500.0,1540.0,,,104000.0,38750.0,161010.390625,27748.17578125,253778.953125,,36450.0,99250.0,,30412.279296875,98400.0,45800.0,106800.0,24433.900390625,,,,79100.0,74500.0,,26080.0,26710.552734375,603000.0,,365000.0,24700.0,6700.0,151500.0,68000.0,,,45900.0,37500.0,36750.0,,26000.0,,11950.0,11700.0,8350.0,,61250.0,,,,69700.0,7528.6201171875,,46800.0,,20498.177734375,229223.3125,66723.109375,67900.0,,44000.0,151000.0,54999.1171875
2013-01-25,28340.0,24200.0,,,16560.0,201000.0,36165.4296875,49750.0,39500.0,367000.0,40500.0,60918.35546875,,143000.0,309000.0,263500.0,,39250.0,108500.0,20600.0,221500.0,12365.294921875,72600.0,4263.91259765625,56800.0,140694.9375,,123888.1171875,34750.0,69549.0390625,76000.0,38407.90234375,,,93200.0,36097.76171875,,11850.0,385000.0,1600.0,,,102500.0,38150.0,160536.828125,27416.08203125,255082.609375,,36450.0,94500.0,,30310.677734375,98500.0,46000.0,106200.0,24230.849609375,,,,77300.0,73500.0,,25795.0,26055.654296875,590000.0,,370000.0,25000.0,6640.0,150500.0,65900.0,,,45600.0,36750.0,36500.0,,25500.0,,12300.0,11850.0,8160.0,,60250.0,,,,68600.0,7037.83642578125,,46350.0,,20551.837890625,228264.21875,68468.7734375,67000.0,,44450.0,150500.0,54804.0859375
2013-01-28,27440.0,24400.0,,,16160.0,198500.0,35948.4375,49000.0,40750.0,356000.0,42150.0,61040.9296875,,141000.0,309000.0,264000.0,,40500.0,110000.0,20600.0,223000.0,12288.9072265625,73200.0,4193.0048828125,58000.0,140368.5,,123011.5546875,34850.0,69768.4375,75700.0,38633.16796875,,,90700.0,36770.63671875,,12250.0,389500.0,1616.0,,,104500.0,38000.0,162431.0625,27416.08203125,245957.0,,36900.0,100000.0,,30615.478515625,98800.0,46050.0,107000.0,24230.849609375,,,,78400.0,72000.0,,25755.0,26195.990234375,578000.0,,371000.0,25050.0,6600.0,155500.0,65200.0,,,44750.0,35450.0,36900.0,,25700.0,,12650.0,12300.0,8020.0,,60250.0,,,,69400.0,7145.80908203125,,46600.0,,20820.13671875,231621.03125,67014.0546875,66900.0,,44600.0,143000.0,56071.796875
2013-01-29,28180.0,24200.0,,,16340.0,206500.0,37033.3984375,51500.0,39900.0,355500.0,42100.0,59447.4921875,,141500.0,313000.0,272500.0,,40000.0,106000.0,20740.0,220000.0,12460.779296875,73500.0,4141.005859375,58200.0,142000.6875,,121258.421875,33800.0,69768.4375,75500.0,37732.1015625,,,92100.0,36810.21875,,12150.0,385000.0,1592.0,,,103000.0,37050.0,162904.625,27895.771484375,254648.046875,,37900.0,101750.0,,30818.677734375,99000.0,46550.0,108900.0,24975.373046875,,,,77900.0,74300.0,,25975.0,26897.66796875,588000.0,,366000.0,25700.0,6650.0,159500.0,65400.0,,,45250.0,34800.0,37050.0,,25700.0,,12650.0,12250.0,7960.0,,60000.0,,,,69700.0,7047.65234375,,45900.0,,20712.81640625,236416.5,65268.390625,67700.0,,44650.0,145500.0,55779.24609375
2013-01-30,28800.0,24350.0,,,16820.0,203500.0,36816.40625,50500.0,39850.0,358000.0,41900.0,59937.78125,,143000.0,302000.0,272000.0,,39950.0,107000.0,20800.0,221500.0,12298.455078125,73500.0,4150.46044921875,59200.0,142980.0,,121550.609375,32100.0,70536.328125,75000.0,37957.37109375,,,92200.0,38076.8046875,,12200.0,381000.0,1596.0,,,104000.0,37100.0,163378.1875,28080.267578125,260731.796875,,38000.0,102000.0,,30818.677734375,99800.0,47900.0,110000.0,24907.689453125,,,,78800.0,73900.0,,26090.0,26991.224609375,606000.0,,370000.0,25800.0,6640.0,160500.0,65900.0,,,44600.0,35300.0,37150.0,,26050.0,,12600.0,12200.0,8070.0,,59750.0,,,,71100.0,7224.333984375,,46700.0,,20390.857421875,239293.78125,64007.6328125,67600.0,,43500.0,145000.0,55876.76171875
2013-01-31,28960.0,24400.0,,,16960.0,205000.0,37105.73046875,51700.0,38900.0,356500.0,40950.0,59079.7734375,,142500.0,304500.0,285000.0,,39000.0,105000.0,20420.0,220500.0,12384.3916015625,72100.0,4235.54931640625,57600.0,140368.5,,119505.2890625,32400.0,70316.9296875,75900.0,37732.1015625,,,91700.0,36849.796875,,12300.0,384000.0,1650.0,,,103500.0,36600.0,162431.0625,28227.865234375,258993.578125,,37200.0,101500.0,,30784.8125,97900.0,46700.0,109500.0,24840.00390625,,,,76500.0,74700.0,,26040.0,27412.232421875,607000.0,,371000.0,25250.0,6650.0,155500.0,67400.0,,,44700.0,34900.0,35800.0,,25900.0,,12350.0,11950.0,8140.0,,58500.0,,,,71000.0,7145.80908203125,,47300.0,,20659.15625,242171.0625,64686.50390625,69200.0,,42300.0,138000.0,54999.1171875
2013-02-01,28820.0,24200.0,,,17040.0,206500.0,37322.72265625,52000.0,38800.0,360000.0,41350.0,60305.49609375,,140000.0,302500.0,290500.0,,39200.0,108000.0,21000.0,221000.0,12193.421875,72000.0,4240.27685546875,58800.0,140042.0625,,118044.34375,33250.0,69329.640625,75100.0,38295.26953125,,,91400.0,33881.23046875,,12200.0,372000.0,1606.0,,,104500.0,37150.0,159589.703125,27674.376953125,255082.609375,,37650.0,101250.0,,30242.9453125,95200.0,49300.0,107700.0,24366.216796875,,,,74700.0,74700.0,,25990.0,26757.33203125,591000.0,,364500.0,24650.0,6700.0,154000.0,67200.0,,,44600.0,34150.0,35650.0,,25550.0,,12300.0,11900.0,8190.0,,58750.0,,,,69900.0,7185.07177734375,,46950.0,,20390.857421875,235457.40625,64783.484375,68800.0,,42300.0,140000.0,54999.1171875
2013-02-04,28740.0,24300.0,,,17280.0,203500.0,39203.32421875,50700.0,38700.0,359500.0,41000.0,59570.0625,,138000.0,302500.0,291500.0,,38600.0,106500.0,21140.0,220000.0,11696.900390625,70700.0,4235.54931640625,59100.0,139389.1875,,118628.71875,33600.0,69549.0390625,75500.0,38858.43359375,,,90800.0,33920.8125,,12150.0,370000.0,1564.0,,,107000.0,38300.0,159589.703125,27416.08203125,250737.078125,,37750.0,100250.0,,30107.478515625,94600.0,49100.0,105500.0,24298.533203125,,,,73100.0,74300.0,,25925.0,26336.32421875,595000.0,,375000.0,24300.0,6680.0,153000.0,65900.0,,,43550.0,34550.0,36400.0,,24900.0,,12150.0,11750.0,8610.0,,58500.0,,,,69600.0,7077.09912109375,,47350.0,,20229.876953125,233539.21875,65268.390625,68800.0,,42300.0,137500.0,54901.6015625
2013-02-05,28700.0,23700.0,,,17280.0,203500.0,39058.6640625,51000.0,38150.0,354000.0,39800.0,56750.90234375,,138000.0,298000.0,290000.0,,37650.0,107500.0,20860.0,217000.0,11343.6064453125,69500.0,4230.822265625,59500.0,137757.0,,114538.0703125,32700.0,68013.2578125,76800.0,39308.96875,,,89700.0,33643.74609375,,12050.0,372500.0,1554.0,,,106000.0,37900.0,161483.9375,26788.796875,245957.0,,36400.0,101000.0,,29802.677734375,93500.0,46950.0,102400.0,23960.11328125,,,,70400.0,73500.0,,25705.0,25868.5390625,599000.0,,373500.0,24300.0,6650.0,153000.0,65500.0,,,43900.0,33950.0,35300.0,,24050.0,,11900.0,11500.0,8710.0,,58250.0,,,,69100.0,6900.4169921875,,46900.0,,19961.576171875,232580.125,65462.3515625,68700.0,,41150.0,132500.0,54023.95703125
2013-02-06,28540.0,24500.0,,,17340.0,199500.0,38914.00390625,49950.0,37800.0,354000.0,39300.0,55525.18359375,,139000.0,292500.0,291500.0,,37600.0,107500.0,21660.0,220500.0,11095.345703125,69700.0,4112.64306640625,59500.0,137430.5625,,113077.125,32950.0,67903.5546875,77000.0,40885.83203125,,,89400.0,33406.26171875,,11950.0,391000.0,1580.0,,,108500.0,38450.0,159116.140625,26604.30078125,243349.671875,,35950.0,99750.0,,29734.9453125,91500.0,47650.0,101600.0,24501.583984375,,,,70000.0,72600.0,,25675.0,26710.552734375,589000.0,,379000.0,24450.0,6650.0,154000.0,64400.0,,,43250.0,34200.0,36800.0,,24300.0,,11850.0,11400.0,8870.0,,57250.0,,,,69600.0,6890.6015625,,46650.0,,19746.935546875,231621.03125,65268.390625,67100.0,,41600.0,128000.0,53536.375
2013-02-07,28400.0,24850.0,,,17100.0,200000.0,38624.6796875,49900.0,37300.0,355000.0,39200.0,57241.19140625,,137500.0,292500.0,295000.0,,38150.0,107500.0,21500.0,220000.0,11525.02734375,71100.0,3966.1005859375,59800.0,136777.671875,,114245.8828125,31800.0,68122.953125,77100.0,40885.83203125,,,92100.0,32654.224609375,,11950.0,385500.0,1568.0,,,106000.0,37900.0,157221.90625,26382.90625,245957.0,,34900.0,100250.0,,29701.078125,92500.0,48450.0,101200.0,24501.583984375,,,,70300.0,71700.0,,25670.0,26850.888671875,595000.0,,368000.0,24700.0,6640.0,156000.0,63300.0,,,43200.0,33250.0,37100.0,,24550.0,,11900.0,11450.0,8800.0,,57000.0,,,,69400.0,6870.97021484375,,46600.0,,19854.255859375,233059.671875,65462.3515625,67100.0,,41800.0,128500.0,53536.375
2013-02-08,29240.0,24750.0,,,17600.0,209500.0,39420.3203125,52100.0,37550.0,357500.0,39800.0,57854.0546875,,140000.0,295500.0,300500.0,,38650.0,104500.0,21700.0,217500.0,11525.02734375,71600.0,3975.554931640625,60200.0,136451.234375,,113661.5078125,31350.0,68452.0546875,76800.0,40435.30078125,,,93600.0,32614.64453125,,11800.0,380000.0,1616.0,,,103500.0,36800.0,159116.140625,27047.091796875,248129.765625,,35000.0,101750.0,,29802.677734375,93100.0,48500.0,99800.0,23486.326171875,,,,71600.0,73500.0,,25945.0,27225.1171875,588000.0,,361500.0,24900.0,6660.0,157000.0,64200.0,,,44150.0,34150.0,36600.0,,24550.0,,12000.0,11650.0,8630.0,,56000.0,,,,68800.0,6910.23291015625,,46550.0,,19800.595703125,235457.40625,62358.953125,68600.0,,42300.0,132500.0,53633.890625
2013-02-12,29360.0,25000.0,,,17680.0,211500.0,39564.98046875,51900.0,37700.0,355500.0,39400.0,57608.91015625,,140500.0,296500.0,299500.0,,38800.0,102000.0,21720.0,216500.0,11601.4150390625,72000.0,3961.373291015625,59300.0,134166.171875,,113661.5078125,30550.0,67903.5546875,76300.0,40435.30078125,,,94100.0,32852.12890625,,11750.0,374500.0,1554.0,,,104500.0,36650.0,160536.828125,27047.091796875,246826.09375,,36100.0,100250.0,,29836.544921875,93100.0,47650.0,98400.0,23012.5390625,,,,71100.0,74700.0,,25900.0,27271.896484375,591000.0,,363000.0,24700.0,6660.0,158000.0,63700.0,,,44450.0,34500.0,37000.0,,24550.0,,11950.0,11550.0,8570.0,,55750.0,,,,68200.0,6988.75830078125,,46950.0,,19907.916015625,235457.40625,60710.26953125,69000.0,,41300.0,133000.0,53633.890625
2013-02-13,29740.0,25500.0,,,17880.0,216500.0,39564.98046875,53900.0,38200.0,360000.0,40000.0,59692.63671875,,141500.0,302000.0,298000.0,,39600.0,107000.0,21940.0,219000.0,11553.6728515625,73000.0,3725.014404296875,60000.0,134819.046875,,116583.3984375,31200.0,68452.0546875,76800.0,39872.1328125,,,94600.0,33406.26171875,,12050.0,395500.0,1552.0,,,106000.0,36200.0,167640.21875,27637.478515625,252909.84375,,37650.0,101000.0,,30242.9453125,96600.0,47900.0,99700.0,23283.2734375,,,,72500.0,75200.0,,26415.0,27599.345703125,607000.0,,358500.0,24550.0,6700.0,158500.0,65400.0,,,44500.0,35100.0,37600.0,,24800.0,,12400.0,12000.0,8660.0,,56750.0,,,,70000.0,7106.54638671875,,47400.0,,20176.216796875,242171.0625,62358.953125,70000.0,,42950.0,134000.0,54706.5703125
